(8098, 'motive', ['1', '2', '4'])
(4607, 'expulsion', ['1', '2', '5'])
(4607, 'expulsion', ['3', '2', '5'])
(12780, 'toss', ['11', '2', '5'])
(3044, 'cursory', ['6', '0', '4'])
(9281, 'plagiarism', ['1', '3', '5'])
(2542, 'conflict', ['6', '0', '3'])
(703, 'argument', ['5', '3', '5'])
(214, 'admonition', ['1', '4', '11'])
(214, 'admonition', ['10', '4', '11'])
(9509, 'praise', ['6', '0', '3'])
(3763, 'distinction', ['6', '0', '3'])
(8575, 'onerous', ['1', '7', '14'])
(7870, 'mildew', ['4', '2', '5'])
(12480, 'teeth', ['11', '5', '5'])
(1693, 'calender', ['11', '2', '4'])
(12064, 'stuffy', ['5', '2', '4'])
(8504, 'occasion', ['6', '0', '3'])
(8995, 'paw', ['3', '2', '4'])
(3649, 'disdain', ['1', '2', '4'])
(7527, 'magician', ['2', '2', '5'])
(7527, 'magician', ['9', '2', '5'])
(10969, 'schoolboy', ['2', '3', '5'])
(2238, 'cock', ['11', '2', '4'])
(9749, 'prolonged', ['5', '3', '4'])
(7278, 'lien', ['11', '2', '5'])
(3523, 'diffuse', ['6', '0', '4'])
(6734, 'intersect', ['10', '2', '5'])
(8737, 'overalls', ['2', '3', '4'])
(13448, 'vacuous', ['11', '2', '5'])
(8030, 'monk', ['6', '0', '4'])
(1982, 'charger', ['10', '2', '5'])
(13312, 'unprepared', ['5', '2', '3'])
(5636, 'guardianship', ['12', '3', '4'])
(4288, 'enormous', ['2', '2', '5'])
(1687, 'calculated', ['5', '2', '5'])
(5320, 'gastric', ['6', '0', '4'])
(6909, 'jib', ['6', '0', '4'])
(3459, 'devastation', ['1', '4', '5'])
(2232, 'coax', ['6', '0', '3'])
(6066, 'hub', ['5', '3', '4'])
(5916, 'hibernation', ['5', '2', '5'])
(5543, 'gratify', ['11', '2', '4'])
(5543, 'gratify', ['12', '2', '4'])
(5899, 'hernia', ['10', '3', '5'])
(4458, 'everyday', ['5', '2', '3'])
(619, 'apparition', ['11', '10', '15'])
(6112, 'hurtful', ['5', '2', '4'])
(10656, 'riddance', ['6', '0', '3'])
(1256, 'biopsy', ['10', '2', '3'])
(4486, 'exceeding', ['10', '4', '5'])
(2449, 'compression', ['6', '0', '4'])
(8178, 'mustard', ['12', '3', '3'])
(6211, 'imitation', ['7', '3', '6'])
(10321, 'regulation', ['1', '3', '5'])
(3917, 'dreadful', ['3', '3', '4'])
(432, 'amass', ['4', '3', '9'])
(2864, 'cowl', ['7', '2', '5'])
(138, 'acquire', ['4', '3', '5'])
(10046, 'radium', ['6', '0', '4'])
(8112, 'mourn', ['1', '4', '5'])
(12539, 'terms', ['5', '2', '3'])
(2931, 'crime', ['1', '3', '5'])
(1259, 'birch', ['3', '2', '4'])
(7198, 'legal', ['11', '3', '5'])
(6939, 'jubilee', ['12', '2', '5'])
(667, 'aquamarine', ['4', '3', '4'])
(2337, 'commanding', ['10', '2', '5'])
(777, 'ass', ['3', '5', '11'])
(8877, 'paragraph', ['6', '0', '4'])
(7853, 'mid', ['9', '2', '5'])
(10446, 'replace', ['3', '2', '5'])
(12662, 'thwart', ['6', '0', '4'])
(2889, 'crate', ['5', '2', '4'])
(4752, 'favorite', ['2', '2', '4'])
(5509, 'grade', ['6', '0', '4'])
(5175, 'frequently', ['2', '2', '5'])
(4064, 'edging', ['11', '2', '4'])
(5075, 'forethought', ['2', '3', '5'])
(4308, 'entertainment', ['6', '0', '2'])
(3992, 'duplication', ['2', '2', '5'])
(6590, 'inoculation', ['6', '0', '3'])
(9262, 'pirate', ['1', '2', '4'])
(9262, 'pirate', ['1', '2', '4'])
(9231, 'pile', ['5', '2', '5'])
(9231, 'pile', ['3', '2', '5'])
(1702, 'callous', ['1', '3', '5'])
(4154, 'emancipation', ['6', '0', '1'])
(10085, 'rape', ['10', '2', '5'])
(10085, 'rape', ['3', '2', '5'])
(11566, 'snippet', ['6', '0', '5'])
(560, 'antagonist', ['1', '4', '7'])
(8839, 'palsy', ['1', '2', '5'])
(8839, 'palsy', ['5', '2', '5'])
(6598, 'inquiry', ['4', '2', '4'])
(3371, 'derivation', ['6', '0', '3'])
(2648, 'contemplation', ['11', '2', '3'])
(10939, 'scandalous', ['1', '2', '5'])
(6188, 'illiterate', ['1', '2', '4'])
(6188, 'illiterate', ['5', '2', '4'])
(5026, 'follower', ['6', '0', '5'])
(5862, 'hellish', ['10', '3', '6'])
(4691, 'falsehood', ['5', '2', '5'])
(6564, 'injection', ['11', '2', '5'])
(6851, 'isolate', ['6', '0', '4'])
(11112, 'sensation', ['4', '2', '4'])
(5323, 'gateway', ['6', '0', '4'])
(2338, 'commemorate', ['6', '0', '2'])
(3799, 'diversify', ['6', '0', '4'])
(6643, 'instruct', ['6', '0', '5'])
(7397, 'loft', ['6', '0', '4'])
(770, 'aspartame', ['11', '3', '5'])
(3301, 'demise', ['1', '2', '3'])
(1891, 'cease', ['1', '2', '5'])
(5836, 'heavenly', ['11', '3', '4'])
(3226, 'defend', ['1', '2', '5'])
(10997, 'scrabble', ['6', '0', '4'])
(2246, 'codify', ['5', '2', '4'])
(2246, 'codify', ['2', '2', '4'])
(6734, 'intersect', ['11', '2', '5'])
(6734, 'intersect', ['4', '2', '5'])
(10090, 'rapt', ['6', '0', '2'])
(4370, 'eradication', ['6', '0', '3'])
(5677, 'gymnastic', ['7', '2', '3'])
(3507, 'dictionary', ['9', '2', '7'])
(10911, 'saucer', ['11', '3', '4'])
(10268, 'reflux', ['6', '0', '3'])
(8019, 'moment', ['6', '0', '3'])
(10249, 'reed', ['6', '0', '4'])
(2076, 'chronicle', ['6', '0', '3'])
(707, 'arid', ['3', '7', '11'])
(333, 'ail', ['12', '3', '7'])
(5066, 'foreign', ['3', '2', '4'])
(5779, 'hatred', ['1', '2', '4'])
(7491, 'lush', ['6', '0', '3'])
(2062, 'chop', ['6', '0', '3'])
(902, 'auspices', ['4', '3', '5'])
(6710, 'interim', ['5', '3', '5'])
(8430, 'numerically', ['1', '3', '6'])
(77, 'acceptable', ['12', '2', '6'])
(12498, 'tempest', ['1', '3', '5'])
(7749, 'mediterranean', ['2', '2', '3'])
(11763, 'splinter', ['3', '3', '9'])
(9561, 'preface', ['11', '4', '5'])
(7297, 'likeness', ['5', '2', '3'])
(12565, 'text', ['11', '2', '5'])
(12565, 'text', ['1', '2', '5'])
(13195, 'unemployed', ['1', '2', '5'])
(13195, 'unemployed', ['5', '2', '5'])
(10082, 'ransom', ['6', '0', '3'])
(11775, 'sponsor', ['6', '0', '4'])
(5153, 'fraternity', ['11', '3', '5'])
(12435, 'tapestry', ['7', '2', '4'])
(10670, 'rigging', ['3', '3', '4'])
(13696, 'vulnerable', ['8', '2', '5'])
(9388, 'polarity', ['5', '2', '5'])
(4400, 'especial', ['6', '0', '3'])
(3405, 'desk', ['3', '4', '5'])
(10612, 'revere', ['6', '0', '2'])
(8563, 'omen', ['1', '11', '19'])
(4450, 'evening', ['2', '2', '4'])
(2519, 'confer', ['11', '3', '5'])
(2128, 'clairvoyant', ['11', '2', '4'])
(2128, 'clairvoyant', ['9', '2', '4'])
(7660, 'mash', ['11', '2', '4'])
(12174, 'suicide', ['1', '3', '4'])
(1089, 'batch', ['3', '3', '9'])
(3994, 'durability', ['1', '3', '5'])
(11509, 'slush', ['5', '4', '5'])
(3713, 'displace', ['1', '2', '5'])
(3713, 'displace', ['5', '2', '5'])
(8404, 'nourishment', ['6', '0', '4'])
(11057, 'secretly', ['5', '2', '5'])
(4212, 'emulsion', ['6', '0', '5'])
(13561, 'vertically', ['6', '0', '5'])
(12226, 'superstitious', ['1', '2', '5'])
(8266, 'nectar', ['7', '2', '4'])
(264, 'affable', ['8', '2', '5'])
(5300, 'garbage', ['3', '4', '6'])
(5311, 'garrison', ['2', '4', '14'])
(6906, 'jetty', ['1', '2', '5'])
(6906, 'jetty', ['2', '2', '5'])
(11970, 'stomach', ['8', '5', '5'])
(2602, 'consistency', ['5', '2', '5'])
(2602, 'consistency', ['4', '2', '5'])
(6410, 'indefensible', ['6', '0', '3'])
(8187, 'mutter', ['6', '0', '5'])
(11984, 'store', ['3', '2', '4'])
(1730, 'candidate', ['11', '2', '5'])
(1730, 'candidate', ['5', '2', '5'])
(296, 'afterthought', ['5', '4', '11'])
(13689, 'vow', ['6', '0', '2'])
(8572, 'omniscient', ['11', '3', '5'])
(6624, 'inspector', ['6', '0', '4'])
(4659, 'facility', ['10', '2', '6'])
(4659, 'facility', ['2', '2', '6'])
(198, 'administration', ['5', '4', '9'])
(2339, 'commemoration', ['6', '0', '1'])
(9150, 'perversion', ['1', '3', '4'])
(10567, 'resultant', ['6', '0', '5'])
(916, 'authorship', ['10', '2', '4'])
(10434, 'repeal', ['5', '2', '5'])
(9391, 'police', ['2', '5', '5'])
(11061, 'sector', ['6', '0', '5'])
(10976, 'scientist', ['11', '2', '5'])
(4780, 'feline', ['6', '0', '3'])
(3126, 'darling', ['8', '2', '2'])
(2020, 'chemise', ['8', '2', '4'])
(9633, 'preventive', ['1', '2', '4'])
(12937, 'tricycle', ['5', '2', '4'])
(6314, 'impurity', ['1', '3', '5'])
(113, 'accursed', ['1', '2', '6'])
(113, 'accursed', ['5', '2', '6'])
(12050, 'strut', ['6', '0', '5'])
(6524, 'information', ['1', '2', '5'])
(5811, 'healthful', ['8', '3', '4'])
(7090, 'landmark', ['6', '0', '4'])
(6141, 'hypocrisy', ['1', '2', '5'])
(6141, 'hypocrisy', ['9', '2', '5'])
(10269, 'reform', ['6', '0', '5'])
(7297, 'likeness', ['6', '0', '3'])
(13803, 'week', ['11', '2', '5'])
(13803, 'week', ['1', '2', '5'])
(8347, 'nocturnal', ['1', '3', '4'])
(10006, 'quid', ['3', '3', '4'])
(7461, 'loyalty', ['2', '2', '4'])
(11867, 'stark', ['1', '2', '4'])
(1036, 'banquet', ['11', '3', '13'])
(1036, 'banquet', ['9', '3', '13'])
(12445, 'tassel', ['6', '0', '3'])
(10531, 'resources', ['4', '2', '4'])
(31, 'abomination', ['10', '2', '5'])
(13130, 'unconcerned', ['5', '3', '5'])
(3709, 'dispense', ['5', '2', '5'])
(3744, 'dissenting', ['6', '0', '4'])
(13625, 'virginity', ['11', '2', '4'])
(13625, 'virginity', ['8', '2', '4'])
(5437, 'gloom', ['1', '4', '5'])
(12681, 'tilde', ['1', '3', '4'])
(8505, 'occasional', ['6', '0', '4'])
(13155, 'undergraduate', ['6', '0', '5'])
(894, 'auditory', ['4', '3', '7'])
(2546, 'conformation', ['12', '2', '5'])
(13834, 'wherewithal', ['1', '2', '4'])
(4156, 'embargo', ['6', '0', '3'])
(2515, 'conduit', ['12', '2', '5'])
(2515, 'conduit', ['2', '2', '5'])
(3698, 'disorder', ['6', '0', '5'])
(2898, 'crazy', ['6', '0', '6'])
(4931, 'flashback', ['6', '0', '5'])
(14, 'abduction', ['11', '2', '3'])
(3004, 'cue', ['11', '2', '5'])
(4961, 'flinch', ['6', '0', '4'])
(5149, 'frank', ['6', '0', '3'])
(4245, 'endless', ['1', '3', '5'])
(14010, 'wrought', ['1', '2', '4'])
(9709, 'productive', ['4', '2', '4'])
(9709, 'productive', ['2', '2', '4'])
(13427, 'useless', ['6', '0', '5'])
(9839, 'province', ['6', '0', '4'])
(12276, 'surveyor', ['11', '2', '5'])
(4087, 'effigy', ['6', '0', '5'])
(4421, 'etch', ['1', '2', '4'])
(9352, 'plumb', ['6', '0', '3'])
(9305, 'plateau', ['3', '3', '4'])
(13323, 'unreal', ['9', '3', '5'])
(10118, 'ray', ['12', '4', '4'])
(11252, 'shine', ['11', '4', '4'])
(4318, 'entrance', ['6', '0', '4'])
(4218, 'encampment', ['6', '0', '4'])
(7988, 'moderately', ['12', '2', '5'])
(7988, 'moderately', ['2', '2', '5'])
(8087, 'mosaic', ['10', '2', '6'])
(8087, 'mosaic', ['2', '2', '6'])
(10397, 'remiss', ['6', '0', '4'])
(11771, 'spoken', ['6', '0', '4'])
(8718, 'output', ['6', '0', '3'])
(7616, 'manufacture', ['6', '0', '4'])
(2553, 'congenial', ['6', '0', '3'])
(5043, 'forage', ['6', '0', '3'])
(1164, 'belated', ['5', '3', '9'])
(9609, 'president', ['2', '4', '5'])
(8325, 'nick', ['3', '3', '5'])
(6725, 'interpolation', ['2', '2', '4'])
(5860, 'helix', ['6', '0', '3'])
(6412, 'indemnification', ['5', '2', '5'])
(13115, 'unbridled', ['6', '0', '4'])
(1568, 'buddy', ['6', '0', '1'])
(554, 'anonymous', ['5', '2', '4'])
(12570, 'thankful', ['7', '2', '3'])
(6284, 'impose', ['1', '4', '5'])
(7415, 'longitude', ['2', '2', '5'])
(7521, 'magazine', ['1', '2', '5'])
(1809, 'carol', ['6', '0', '3'])
(4186, 'eminent', ['2', '2', '3'])
(10853, 'salary', ['4', '2', '2'])
(1593, 'bulletproof', ['5', '3', '5'])
(3528, 'dignified', ['6', '0', '3'])
(1600, 'bun', ['3', '3', '5'])
(284, 'afford', ['4', '3', '3'])
(8528, 'odometer', ['6', '0', '5'])
(4984, 'fluctuation', ['6', '0', '3'])
(4984, 'fluctuation', ['6', '0', '3'])
(4606, 'expropriation', ['1', '2', '4'])
(7347, 'literally', ['3', '3', '5'])
(5849, 'heft', ['3', '2', '4'])
(10322, 'regulatory', ['5', '3', '5'])
(13289, 'unmoved', ['1', '2', '5'])
(13289, 'unmoved', ['1', '2', '5'])
(13289, 'unmoved', ['1', '2', '5'])
(13935, 'womb', ['8', '2', '3'])
(801, 'assimilation', ['5', '3', '10'])
(12955, 'tripod', ['5', '4', '5'])
(4167, 'emblem', ['4', '3', '6'])
(10935, 'scalpel', ['5', '3', '4'])
(13611, 'vindication', ['2', '2', '2'])
(10134, 'realism', ['11', '2', '5'])
(857, 'attachment', ['8', '4', '5'])
(4990, 'fluidity', ['2', '3', '5'])
(12964, 'troop', ['6', '0', '4'])
(12974, 'trout', ['4', '2', '6'])
(8824, 'pair', ['11', '2', '6'])
(8322, 'nibble', ['6', '0', '3'])
(3250, 'defloration', ['8', '2', '4'])
(9751, 'prominence', ['6', '0', '3'])
(1392, 'bonus', ['6', '0', '3'])
(4283, 'enlightenment', ['11', '3', '4'])
(2904, 'create', ['6', '0', '2'])
(4945, 'flea', ['1', '3', '5'])
(895, 'aught', ['11', '3', '8'])
(1027, 'banish', ['2', '2', '4'])
(10312, 'regret', ['5', '3', '5'])
(8667, 'orient', ['1', '2', '3'])
(5179, 'friction', ['10', '3', '5'])
(7961, 'mistress', ['10', '3', '4'])
(7493, 'luster', ['11', '4', '5'])
(9984, 'quarters', ['6', '0', '4'])
(11809, 'squall', ['6', '0', '4'])
(8471, 'obliteration', ['1', '2', '5'])
(2851, 'cove', ['2', '2', '4'])
(9717, 'professorship', ['2', '2', '4'])
(3233, 'defensible', ['1', '2', '5'])
(12982, 'trumpeter', ['12', '3', '4'])
(11190, 'shack', ['3', '5', '5'])
(10529, 'resort', ['5', '2', '5'])
(10529, 'resort', ['2', '2', '5'])
(61, 'absurdity', ['1', '2', '7'])
(61, 'absurdity', ['5', '2', '7'])
(2902, 'creamy', ['11', '3', '5'])
(2670, 'continuation', ['6', '0', '4'])
(9881, 'puddle', ['2', '2', '5'])
(9881, 'puddle', ['3', '2', '5'])
(1957, 'chandelier', ['12', '3', '5'])
(3289, 'delivery', ['3', '2', '3'])
(3289, 'delivery', ['3', '2', '3'])
(3289, 'delivery', ['3', '2', '3'])
(3278, 'delicious', ['6', '0', '3'])
(9413, 'pompous', ['9', '3', '5'])
(7763, 'meltdown', ['1', '2', '4'])
(7309, 'limp', ['6', '0', '5'])
(5237, 'fund', ['4', '2', '4'])
(6943, 'judicial', ['6', '0', '3'])
(3595, 'disaster', ['1', '2', '4'])
(1400, 'bookish', ['6', '0', '5'])
(10806, 'rumor', ['4', '2', '4'])
(7347, 'literally', ['6', '0', '4'])
(10337, 'reinstate', ['6', '0', '3'])
(6844, 'irritability', ['10', '3', '5'])
(1179, 'bench', ['3', '3', '4'])
(11994, 'straddle', ['3', '2', '5'])
(13798, 'wee', ['6', '0', '4'])
(7639, 'marl', ['3', '3', '5'])
(6807, 'inviting', ['6', '0', '3'])
(4514, 'executioner', ['1', '2', '3'])
(7428, 'lop', ['10', '2', '5'])
(11630, 'sonar', ['2', '2', '4'])
(9074, 'perennial', ['4', '4', '7'])
(10259, 'refinery', ['1', '2', '3'])
(10906, 'saturate', ['11', '2', '4'])
(2722, 'convey', ['4', '2', '5'])
(3662, 'disgust', ['1', '3', '5'])
(13652, 'vital', ['11', '2', '5'])
(13652, 'vital', ['10', '2', '5'])
(10011, 'quilt', ['6', '0', '4'])
(7543, 'main', ['5', '2', '4'])
(8353, 'noise', ['4', '2', '5'])
(9686, 'probity', ['11', '2', '4'])
(9686, 'probity', ['1', '2', '4'])
(9014, 'peculiarity', ['9', '2', '3'])
(2857, 'covet', ['6', '0', '4'])
(5083, 'forget', ['5', '2', '4'])
(11980, 'stopper', ['10', '2', '5'])
(6439, 'indispensable', ['11', '2', '4'])
(4488, 'excellence', ['11', '2', '7'])
(4488, 'excellence', ['12', '2', '7'])
(8635, 'oracle', ['12', '2', '5'])
(8635, 'oracle', ['9', '2', '5'])
(3406, 'desolation', ['1', '2', '5'])
(2215, 'clue', ['12', '2', '5'])
(22, 'abject', ['1', '5', '11'])
(9171, 'pharmacy', ['11', '2', '5'])
(9171, 'pharmacy', ['12', '2', '5'])
(10697, 'ritual', ['10', '2', '5'])
(10760, 'rough', ['5', '2', '5'])
(792, 'assertion', ['2', '2', '3'])
(11254, 'shining', ['6', '0', '1'])
(9156, 'pestilence', ['1', '3', '6'])
(6645, 'instruction', ['8', '2', '4'])
(3020, 'cumbersome', ['1', '2', '10'])
(3020, 'cumbersome', ['10', '2', '10'])
(3020, 'cumbersome', ['3', '2', '10'])
(11098, 'semblance', ['5', '2', '4'])
(7540, 'maid', ['9', '2', '4'])
(11259, 'shipwreck', ['1', '2', '5'])
(11259, 'shipwreck', ['3', '2', '5'])
(6766, 'intrinsically', ['6', '0', '4'])
(11386, 'sinner', ['1', '3', '4'])
(8149, 'mumble', ['5', '3', '5'])
(6696, 'intercession', ['11', '2', '5'])
(2177, 'client', ['11', '3', '5'])
(6472, 'inexhaustible', ['6', '0', '4'])
(312, 'aghast', ['1', '2', '9'])
(312, 'aghast', ['7', '2', '9'])
(12387, 'tabulation', ['11', '2', '4'])
(2446, 'compress', ['5', '2', '5'])
(13469, 'vanish', ['5', '2', '5'])
(2445, 'comprehensive', ['6', '0', '3'])
(12034, 'striking', ['6', '0', '3'])
(511, 'anemone', ['8', '2', '3'])
(539, 'annotation', ['1', '3', '11'])
(12119, 'subsoil', ['3', '5', '5'])
(2587, 'consecration', ['6', '0', '1'])
(2270, 'coincidence', ['6', '0', '5'])
(11601, 'sojourn', ['6', '0', '3'])
(12255, 'surge', ['12', '2', '4'])
(4455, 'evergreen', ['4', '4', '4'])
(10991, 'scorpion', ['1', '3', '4'])
(8218, 'napkin', ['11', '4', '4'])
(11941, 'stiffness', ['3', '2', '4'])
(4109, 'elbow', ['6', '0', '3'])
(6316, 'inability', ['3', '2', '5'])
(13899, 'wine', ['10', '3', '5'])
(12263, 'surprise', ['12', '2', '2'])
(8087, 'mosaic', ['6', '0', '4'])
(7743, 'medieval', ['6', '0', '4'])
(10332, 'reinforce', ['1', '2', '7'])
(10332, 'reinforce', ['3', '2', '7'])
(3329, 'deny', ['1', '3', '5'])
(8066, 'morbid', ['1', '3', '5'])
(8944, 'passim', ['6', '0', '3'])
(4063, 'edge', ['1', '3', '7'])
(4063, 'edge', ['10', '3', '7'])
(13033, 'turtleneck', ['11', '3', '5'])
(1943, 'chairperson', ['5', '2', '5'])
(1943, 'chairperson', ['3', '2', '5'])
(8131, 'muddle', ['3', '3', '4'])
(8090, 'moss', ['4', '3', '3'])
(4544, 'exorbitant', ['3', '2', '5'])
(6808, 'invocation', ['11', '3', '4'])
(4010, 'dying', ['1', '4', '4'])
(876, 'attorney', ['1', '7', '10'])
(11879, 'statement', ['1', '4', '4'])
(10188, 'recklessness', ['10', '2', '5'])
(10159, 'rebuke', ['10', '3', '4'])
(10814, 'runway', ['5', '4', '5'])
(6725, 'interpolation', ['9', '3', '4'])
(11044, 'seat', ['5', '2', '4'])
(12430, 'tantamount', ['2', '2', '5'])
(1005, 'bale', ['2', '2', '5'])
(1005, 'bale', ['3', '2', '5'])
(3215, 'deed', ['12', '2', '5'])
(5584, 'grim', ['1', '2', '4'])
(10990, 'scorn', ['10', '2', '5'])
(1015, 'balmy', ['6', '0', '4'])
(13694, 'vulgarity', ['6', '0', '4'])
(3792, 'diverge', ['5', '2', '5'])
(9008, 'peaked', ['9', '2', '5'])
(12664, 'tiara', ['8', '2', '3'])
(11698, 'speck', ['3', '2', '5'])
(13424, 'usage', ['6', '0', '5'])
(11110, 'senior', ['6', '0', '5'])
(8746, 'overestimate', ['2', '2', '5'])
(5171, 'frenzied', ['10', '3', '5'])
(5171, 'frenzied', ['10', '3', '5'])
(2904, 'create', ['6', '0', '5'])
(6032, 'horror', ['10', '3', '5'])
(4410, 'established', ['6', '0', '3'])
(11229, 'shear', ['5', '2', '4'])
(8059, 'mooted', ['6', '0', '4'])
(10859, 'sally', ['8', '3', '5'])
(2229, 'coaster', ['6', '0', '3'])
(8854, 'pantheon', ['11', '2', '3'])
(1979, 'charcoal', ['6', '0', '4'])
(13062, 'tyrant', ['1', '2', '4'])
(13062, 'tyrant', ['10', '2', '4'])
(11886, 'statistical', ['6', '0', '4'])
(11135, 'separatist', ['6', '0', '4'])
(11542, 'smut', ['6', '0', '3'])
(1032, 'banker', ['4', '2', '4'])
(5002, 'flying', ['6', '0', '3'])
(8912, 'parrot', ['4', '2', '4'])
(10521, 'resolutely', ['6', '0', '4'])
(12700, 'tingle', ['6', '0', '3'])
(7555, 'malady', ['4', '2', '5'])
(12246, 'suppress', ['5', '3', '6'])
(8451, 'obelisk', ['11', '2', '5'])
(8451, 'obelisk', ['1', '2', '5'])
(6460, 'inefficiency', ['5', '2', '5'])
(6460, 'inefficiency', ['10', '2', '5'])
(6572, 'inkling', ['5', '2', '5'])
(566, 'anterior', ['5', '4', '10'])
(8241, 'naught', ['5', '3', '5'])
(1406, 'boomerang', ['3', '2', '4'])
(10656, 'riddance', ['3', '4', '6'])
(4951, 'flesh', ['3', '3', '4'])
(12832, 'traitor', ['1', '3', '5'])
(3324, 'dense', ['3', '2', '5'])
(14061, 'zone', ['11', '2', '4'])
(14061, 'zone', ['9', '2', '4'])
(9584, 'preparatory', ['11', '2', '5'])
(3066, 'cutter', ['11', '2', '4'])
(5792, 'haze', ['5', '3', '4'])
(6411, 'indelible', ['7', '2', '4'])
(9734, 'progressive', ['4', '2', '7'])
(9734, 'progressive', ['2', '2', '7'])
(11782, 'sport', ['2', '2', '4'])
(12262, 'surplus', ['5', '3', '5'])
(11763, 'splinter', ['3', '3', '4'])
(8751, 'overgrowth', ['4', '3', '5'])
(1838, 'casket', ['1', '3', '5'])
(3163, 'debauchery', ['10', '2', '5'])
(1884, 'cavalry', ['3', '2', '6'])
(1345, 'blur', ['5', '2', '4'])
(11177, 'severable', ['10', '2', '5'])
(4196, 'emphasis', ['10', '2', '5'])
(8721, 'outright', ['6', '0', '3'])
(7618, 'manure', ['3', '4', '5'])
(11570, 'snore', ['5', '2', '5'])
(8877, 'paragraph', ['6', '0', '4'])
(7153, 'laxative', ['3', '4', '4'])
(621, 'appearance', ['11', '4', '13'])
(621, 'appearance', ['8', '4', '13'])
(3417, 'destination', ['6', '0', '3'])
(5273, 'gala', ['11', '2', '3'])
(10943, 'scar', ['10', '3', '5'])
(9852, 'proximity', ['7', '2', '5'])
(4610, 'extant', ['2', '3', '5'])
(2861, 'cowardly', ['12', '5', '5'])
(1979, 'charcoal', ['1', '4', '5'])
(1889, 'cavity', ['6', '0', '3'])
(2771, 'coroner', ['1', '3', '4'])
(2370, 'communion', ['6', '0', '1'])
(8269, 'needless', ['6', '0', '3'])
(4323, 'entry', ['4', '4', '5'])
(3740, 'disseminate', ['6', '0', '3'])
(6096, 'hunch', ['5', '3', '4'])
(12072, 'stupidity', ['7', '2', '3'])
(2629, 'constraint', ['2', '2', '4'])
(11541, 'smuggling', ['10', '2', '4'])
(5286, 'gambler', ['6', '0', '3'])
(5919, 'hide', ['3', '3', '5'])
(307, 'aggregate', ['12', '5', '14'])
(2204, 'clothing', ['3', '3', '5'])
(11274, 'shop', ['2', '4', '5'])
(8652, 'ordinance', ['1', '2', '4'])
(10247, 'redundancy', ['11', '2', '4'])
(584, 'antiseptic', ['11', '3', '5'])
(203, 'admiration', ['2', '4', '11'])
(1352, 'boarder', ['3', '3', '5'])
(446, 'ambush', ['1', '3', '13'])
(446, 'ambush', ['5', '3', '13'])
(446, 'ambush', ['10', '3', '13'])
(4302, 'enter', ['7', '3', '5'])
(6756, 'intonation', ['10', '2', '4'])
(2232, 'coax', ['9', '2', '3'])
(10115, 'ravine', ['1', '3', '5'])
(5719, 'handkerchief', ['11', '3', '5'])
(5969, 'holding', ['2', '2', '5'])
(10047, 'radius', ['7', '4', '5'])
(6355, 'inch', ['1', '2', '5'])
(6355, 'inch', ['12', '2', '5'])
(8858, 'pantry', ['8', '2', '5'])
(9648, 'primate', ['6', '0', '3'])
(8981, 'patrol', ['6', '0', '4'])
(10956, 'scenery', ['4', '2', '3'])
(1122, 'bearer', ['3', '2', '3'])
(6026, 'horrible', ['3', '2', '5'])
(8688, 'ostensible', ['5', '2', '5'])
(8406, 'novelty', ['6', '0', '4'])
(12181, 'sultan', ['9', '2', '4'])
(6848, 'island', ['4', '3', '3'])
(5027, 'folly', ['12', '2', '4'])
(6396, 'increased', ['6', '0', '5'])
(9197, 'photometry', ['11', '3', '4'])
(9035, 'penal', ['6', '0', '4'])
(10421, 'renovation', ['4', '2', '3'])
(502, 'anatomy', ['10', '2', '5'])
(9856, 'prune', ['9', '3', '3'])
(8881, 'paralysis', ['1', '6', '17'])
(6843, 'irrigation', ['2', '3', '4'])
(4417, 'estoppel', ['6', '0', '5'])
(7658, 'masculine', ['3', '2', '5'])
(13601, 'vigorous', ['10', '2', '5'])
(13601, 'vigorous', ['7', '2', '5'])
(8694, 'oust', ['10', '2', '4'])
(6912, 'jingle', ['6', '0', '3'])
(3078, 'cylindrical', ['3', '2', '5'])
(13001, 'tufted', ['6', '0', '4'])
(11257, 'shipment', ['3', '2', '3'])
(3122, 'darken', ['1', '10', '12'])
(1754, 'canvas', ['3', '2', '5'])
(8918, 'parson', ['1', '3', '4'])
(3916, 'dread', ['3', '2', '3'])
(461, 'amnesia', ['6', '0', '3'])
(4719, 'farcical', ['1', '2', '3'])
(3933, 'drink', ['3', '2', '4'])
(8686, 'oscillation', ['6', '0', '5'])
(2135, 'clarify', ['11', '3', '3'])
(12110, 'subsequently', ['5', '2', '5'])
(581, 'antiquated', ['5', '3', '9'])
(581, 'antiquated', ['3', '3', '9'])
(1412, 'booth', ['3', '2', '5'])
(1412, 'booth', ['7', '2', '5'])
(6480, 'infamy', ['1', '2', '4'])
(5575, 'greyhound', ['5', '4', '5'])
(9123, 'persecution', ['1', '3', '4'])
(6194, 'illusion', ['6', '0', '3'])
(6669, 'integer', ['1', '2', '4'])
(12179, 'sullen', ['5', '4', '5'])
(4921, 'flange', ['1', '2', '5'])
(4921, 'flange', ['5', '2', '5'])
(7520, 'mafia', ['1', '4', '6'])
(2774, 'corporation', ['5', '2', '5'])
(2542, 'conflict', ['10', '2', '4'])
(5420, 'glass', ['11', '3', '4'])
(2228, 'coastal', ['2', '2', '3'])
(1950, 'chamber', ['6', '0', '4'])
(8449, 'obedient', ['6', '0', '3'])
(7900, 'minibus', ['12', '3', '5'])
