"id";"word";"count"
11061;"sector";5
11062;"secular";13
11063;"secularism";3
11064;"securities";4
11065;"security";8
11066;"sedan";6
11067;"sedate";4
11068;"sedative";11
11069;"sedentary";3
11070;"sedge";3
11071;"sediment";3
11072;"sedimentary";3
11073;"sedition";5
11074;"seduce";12
11075;"seducing";4
11076;"seduction";36
11077;"seductive";6
11078;"seed";24
11079;"seedling";3
11080;"seek";35
11081;"seeker";5
11082;"seemingly";4
11083;"seer";76
11084;"segment";3
11085;"segregate";13
11086;"segregated";3
11087;"segregation";5
11088;"seize";9
11089;"seizure";11
11090;"seldom";5
11091;"select";7
11092;"selection";11
11093;"selfish";10
11094;"selfishness";10
11095;"sell";18
11096;"seller";8
11097;"semaphore";3
11098;"semblance";28
11099;"semen";3
11100;"semicolon";10
11101;"seminal";3
11102;"seminar";7
11103;"seminary";3
11104;"semiotics";8
11105;"senate";4
11106;"senator";8
11107;"send";5
11108;"senescence";5
11109;"senile";10
11110;"senior";9
11111;"seniority";10
11112;"sensation";8
11113;"sensational";1
11114;"sense";9
11115;"senseless";33
11116;"senses";3
11117;"sensibility";7
11118;"sensibly";4
11119;"sensitive";9
11120;"sensory";10
11121;"sensual";7
11122;"sensuality";8
11123;"sensuous";7
11124;"sentence";9
11125;"sentient";8
11126;"sentiment";3
11127;"sentimental";6
11128;"sentimentality";4
11129;"sentinel";44
11130;"sentry";10
11131;"separable";5
11132;"separate";9
11133;"separately";5
11134;"separation";10
11135;"separatist";8
11136;"sepsis";6
11137;"sept";11
11138;"septic";5
11139;"septum";4
11140;"sequel";4
11141;"sequence";9
11142;"sequent";5
11143;"sequestered";5
11144;"sequestration";10
11145;"serene";4
11146;"serenity";3
11147;"sergeant";5
11148;"serial";5
11149;"series";8
11150;"serif";5
11151;"seriousness";4
11152;"sermon";28
11153;"serpent";5
11154;"serpentine";4
11155;"serrated";10
11156;"serum";10
11157;"servant";66
11158;"serve";7
11159;"service";5
11160;"serviceable";4
11161;"servile";11
11162;"servitude";5
11163;"sess";4
11164;"session";5
11165;"sessions";4
11166;"set";10
11167;"setback";5
11168;"sett";4
11169;"setter";5
11170;"settle";7
11171;"settled";7
11172;"settler";4
11173;"settlor";4
11174;"seventh";4
11175;"seventy";4
11176;"sever";5
11177;"severable";5
11178;"severally";3
11179;"severance";3
11180;"severely";5
11181;"severity";14
11182;"sew";4
11183;"sewage";10
11184;"sewer";11
11185;"sewerage";5
11186;"sex";9
11187;"sexuality";4
11188;"sexy";3
11189;"shabby";28
11190;"shack";5
11191;"shackle";49
11192;"shade";8
11193;"shades";5
11194;"shading";5
11195;"shadow";10
11196;"shadowy";5
11197;"shady";9
11198;"shaft";9
11199;"shag";5
11200;"shaggy";4
11201;"shake";9
11202;"shaken";3
11203;"shaking";10
11204;"shaky";12
11205;"sham";17
11206;"shaman";9
11207;"shambles";3
11208;"shame";8
11209;"shameful";3
11210;"shameless";8
11211;"shanghai";4
11212;"shank";10
11213;"shanty";4
11214;"shape";9
11215;"shapely";9
11216;"share";17
11217;"shareholder";5
11218;"shark";4
11219;"sharpen";5
11220;"sharpened";5
11221;"sharpener";5
11222;"sharpness";8
11223;"shatter";8
11224;"shattered";10
11225;"shave";10
11226;"shaving";34
11227;"shawl";4
11228;"sheaf";4
11229;"shear";10
11230;"shears";4
11231;"sheath";13
11232;"sheathing";5
11233;"shed";6
11234;"sheen";3
11235;"sheep";5
11236;"sheer";5
11237;"sheet";8
11238;"shelf";4
11239;"shell";34
11240;"shellfish";5
11241;"shelter";7
11242;"shelved";3
11243;"shepherd";13
11244;"sheriff";5
11245;"sherry";3
11246;"shield";4
11247;"shift";5
11248;"shifting";13
11249;"shilling";5
11250;"shimmer";3
11251;"shin";4
11252;"shine";9
11253;"shingle";7
11254;"shining";3
11255;"shiny";4
11256;"ship";40
11257;"shipment";8
11258;"shipping";5
11259;"shipwreck";5
11260;"shire";4
11261;"shirt";4
11262;"shit";9
11263;"shiver";8
11264;"shivering";5
11265;"shoals";4
11266;"shock";4
11267;"shockingly";4
11268;"shoddy";7
11269;"shoe";10
11270;"shoemaker";4
11271;"shoot";7
11272;"shooter";9
11273;"shooting";4
11274;"shop";13
11275;"shopkeeper";5
11276;"shoplifting";5
11277;"shopping";8
11278;"shore";32
11279;"shorn";10
11280;"short";10
11281;"shortage";5
11282;"shortcoming";10
11283;"shorten";14
11284;"shortening";5
11285;"shorthand";6
11286;"shortly";8
11287;"shortness";4
11288;"shorts";4
11289;"shot";7
11290;"shotgun";4
11291;"shoulder";28
11292;"shout";8
11293;"shove";8
11294;"shovel";5
11295;"shoveling";4
11296;"show";7
11297;"shower";4
11298;"showing";9
11299;"showy";33
11300;"shrapnel";5
11301;"shred";4
11302;"shrewd";26
11303;"shriek";6
11304;"shrill";14
11305;"shrimp";4
11306;"shrine";5
11307;"shrink";9
11308;"shrinking";12
11309;"shroud";26
11310;"shrub";5
11311;"shrubbery";4
11312;"shrug";5
11313;"shrunk";8
11314;"shudder";8
11315;"shuffle";5
11316;"shuffling";8
11317;"shun";11
11318;"shunt";9
11319;"shut";5
11320;"shutter";4
11321;"shuttle";4
11322;"sib";3
11323;"sic";7
11324;"sick";4
11325;"sickening";9
11326;"sickle";7
11327;"sickly";10
11328;"sickness";10
11329;"side";28
11330;"sideboard";5
11331;"sidestep";3
11332;"sideways";3
11333;"siege";5
11334;"siesta";3
11335;"sieve";8
11336;"sifting";3
11337;"sigh";5
11338;"sight";4
11339;"sign";10
11340;"signal";12
11341;"signature";10
11342;"significance";8
11343;"significant";6
11344;"signification";5
11345;"signify";42
11346;"signpost";5
11347;"silent";10
11348;"silently";5
11349;"silhouette";8
11350;"silk";8
11351;"silken";4
11352;"silky";8
11353;"sill";6
11354;"silliness";8
11355;"silly";37
11356;"silt";4
11357;"silver";7
11358;"silvery";11
11359;"similar";5
11360;"similarity";11
11361;"simile";5
11362;"simmer";41
11363;"simple";3
11364;"simples";3
11365;"simplify";10
11366;"simply";5
11367;"simulate";10
11368;"simulated";4
11369;"simulating";5
11370;"simulation";10
11371;"simultaneous";5
11372;"simultaneously";5
11373;"sin";50
11374;"sincere";4
11375;"sincerity";3
11376;"sinful";4
11377;"sing";22
11378;"singer";3
11379;"single";4
11380;"singly";4
11381;"singular";6
11382;"singularity";8
11383;"singularly";3
11384;"sinister";12
11385;"sink";4
11386;"sinner";12
11387;"sinning";5
11388;"sinus";4
11389;"sip";4
11390;"siphon";9
11391;"sir";8
11392;"sire";3
11393;"siren";4
11394;"sissy";4
11395;"sister";5
11396;"sisterhood";7
11397;"site";3
11398;"sith";3
11399;"sitting";5
11400;"situate";7
11401;"situated";5
11402;"situation";18
11403;"sixth";5
11404;"sixty";4
11405;"size";10
11406;"sizzle";4
11407;"skate";3
11408;"skating";3
11409;"skein";3
11410;"skeleton";10
11411;"skeptic";21
11412;"skeptical";15
11413;"skepticism";12
11414;"sketch";8
11415;"sketchy";12
11416;"skewed";4
11417;"skewer";6
11418;"ski";4
11419;"skid";7
11420;"skiff";4
11421;"skill";3
11422;"skilled";4
11423;"skillet";5
11424;"skillful";11
11425;"skim";5
11426;"skin";3
11427;"skinny";4
11428;"skip";8
11429;"skipper";10
11430;"skirmish";4
11431;"skirt";5
11432;"skirting";3
11433;"skirts";4
11434;"skit";4
11435;"skull";4
11436;"skunk";5
11437;"sky";26
11438;"skyscraper";5
11439;"slab";4
11440;"slack";12
11441;"slag";10
11442;"slam";8
11443;"slander";5
11444;"slanderous";3
11445;"slang";10
11446;"slant";5
11447;"slap";48
11448;"slash";4
11449;"slashes";4
11450;"slate";17
11451;"slates";4
11452;"slaughter";4
11453;"slaughterhouse";5
11454;"slaughtering";4
11455;"slave";13
11456;"slavery";5
11457;"slay";5
11458;"slayer";5
11459;"sledge";4
11460;"sleek";8
11461;"sleep";7
11462;"sleeper";4
11463;"sleeping";8
11464;"sleeplessness";5
11465;"sleepy";4
11466;"sleet";4
11467;"sleeve";10
11468;"sleeveless";3
11469;"sleigh";4
11470;"sleight";4
11471;"slender";13
11472;"sleuth";4
11473;"slice";10
11474;"slick";9
11475;"slide";10
11476;"sliding";4
11477;"slight";4
11478;"slightly";10
11479;"slim";5
11480;"slime";10
11481;"slimy";4
11482;"sling";13
11483;"slink";9
11484;"slip";9
11485;"slipper";3
11486;"slippers";4
11487;"slit";7
11488;"sliver";5
11489;"slogan";3
11490;"sloop";4
11491;"slop";12
11492;"slope";9
11493;"sloppy";13
11494;"slot";5
11495;"sloth";5
11496;"slouch";13
11497;"slough";11
11498;"slow";5
11499;"slowly";5
11500;"slowness";10
11501;"sludge";5
11502;"slug";5
11503;"sluggish";36
11504;"sluice";34
11505;"slum";5
11506;"slumber";4
11507;"slump";5
11508;"slur";42
11509;"slush";14
11510;"slut";4
11511;"sly";9
11512;"smack";5
11513;"small";14
11514;"smaller";5
11515;"smallest";4
11516;"smash";4
11517;"smashed";5
11518;"smattering";3
11519;"smear";5
11520;"smell";9
11521;"smelling";8
11522;"smelt";10
11523;"smile";11
11524;"smiling";5
11525;"smirk";8
11526;"smite";28
11527;"smith";5
11528;"smitten";6
11529;"smoker";3
11530;"smokey";3
11531;"smoking";5
11532;"smoky";4
11533;"smoldering";9
11534;"smoothly";3
11535;"smoothness";12
11536;"smother";14
11537;"smudge";10
11538;"smug";4
11539;"smuggle";9
11540;"smuggler";5
11541;"smuggling";4
11542;"smut";7
11543;"snack";9
11544;"snacks";5
11545;"snag";8
11546;"snags";4
11547;"snail";5
11548;"snake";9
11549;"snap";5
11550;"snapshot";4
11551;"snare";5
11552;"snarl";10
11553;"snarling";3
11554;"snatch";9
11555;"sneak";11
11556;"sneakers";5
11557;"sneaking";10
11558;"sneer";10
11559;"sneeze";9
11560;"sneezing";4
11561;"snicker";4
11562;"snide";5
11563;"sniff";15
11564;"snip";5
11565;"snipe";3
11566;"snippet";5
11567;"snob";5
11568;"snoopy";5
11569;"snooze";5
11570;"snore";8
11571;"snort";9
11572;"snout";5
11573;"snow";8
11574;"snowball";4
11575;"snowflake";6
11576;"snowy";4
11577;"snuff";21
11578;"soak";45
11579;"soaking";10
11580;"soap";9
11581;"soapy";6
11582;"soaring";3
11583;"sob";5
11584;"sobriety";4
11585;"soc";3
11586;"soccer";4
11587;"sociable";4
11588;"social";8
11589;"socialism";24
11590;"socialist";7
11591;"society";3
11592;"sock";5
11593;"socket";10
11594;"sod";4
11595;"sofa";5
11596;"softening";7
11597;"softness";4
11598;"soggy";5
11599;"soil";28
11600;"soiled";5
11601;"sojourn";6
11602;"solace";3
11603;"solar";3
11604;"solder";12
11605;"soldering";4
11606;"soldier";4
11607;"sole";12
11608;"solicit";8
11609;"solicitation";9
11610;"solicitor";11
11611;"solid";4
11612;"solidarity";8
11613;"solidification";8
11614;"solidified";5
11615;"solidify";3
11616;"solidity";30
11617;"solitaire";5
11618;"solitary";10
11619;"solitude";5
11620;"solo";3
11621;"solubility";5
11622;"soluble";10
11623;"solution";11
11624;"solve";3
11625;"solvency";3
11626;"solvent";10
11627;"somatic";4
11628;"somber";43
11629;"son";5
11630;"sonar";8
11631;"sonata";4
11632;"song";3
11633;"sonnet";3
11634;"sonorous";36
11635;"soot";13
11636;"soothe";4
11637;"soothing";3
11638;"sophomore";5
11639;"soprano";5
11640;"sorcerer";9
11641;"sorcery";4
11642;"sordid";3
11643;"sore";5
11644;"sorely";5
11645;"soreness";16
11646;"sorghum";4
11647;"sorority";5
11648;"sorrow";3
11649;"sorrowful";10
11650;"sort";4
11651;"sorter";5
11652;"sortie";6
11653;"sorting";3
11654;"sou";3
11655;"soulless";5
11656;"soulmate";3
11657;"sound";8
11658;"sounding";4
11659;"soundness";10
11660;"soup";10
11661;"sour";19
11662;"source";10
11663;"souvenir";3
11664;"sovereign";10
11665;"sovereignty";4
11666;"sow";22
11667;"spa";7
11668;"space";18
11669;"spacious";5
11670;"spade";4
11671;"span";10
11672;"spaniel";8
11673;"spank";8
11674;"spanking";12
11675;"spar";7
11676;"spare";4
11677;"sparingly";3
11678;"spark";3
11679;"sparkle";8
11680;"sparring";5
11681;"sparse";5
11682;"spasm";36
11683;"spat";5
11684;"spatula";10
11685;"spawn";4
11686;"speaker";14
11687;"speaking";3
11688;"spear";8
11689;"special";3
11690;"specialist";3
11691;"speciality";5
11692;"specialize";4
11693;"specially";3
11694;"specie";3
11695;"species";9
11696;"specific";8
11697;"specification";19
11698;"speck";10
11699;"speckled";4
11700;"specs";4
11701;"spectacle";40
11702;"spectacles";5
11703;"spectacular";4
11704;"spectator";5
11705;"specter";10
11706;"spectral";17
11707;"spectrometer";8
11708;"spectrophotometer";5
11709;"spectroscopy";5
11710;"spectrum";9
11711;"speculate";3
11712;"speculation";4
11713;"speculative";41
11714;"speculum";5
11715;"speech";13
11716;"speechless";5
11717;"speed";3
11718;"speedily";5
11719;"speedometer";4
11720;"speedway";5
11721;"speedy";10
11722;"spellbound";3
11723;"spelling";4
11724;"spencer";5
11725;"spend";4
11726;"spent";9
11727;"sperm";3
11728;"spew";5
11729;"sphere";10
11730;"spherical";10
11731;"sphinx";5
11732;"spice";42
11733;"spicy";11
11734;"spider";5
11735;"spigot";4
11736;"spike";5
11737;"spiked";3
11738;"spiky";6
11739;"spill";5
11740;"spin";5
11741;"spinal";5
11742;"spindle";5
11743;"spine";9
11744;"spinning";5
11745;"spinster";4
11746;"spiny";5
11747;"spiral";10
11748;"spire";12
11749;"spirit";3
11750;"spirits";3
11751;"spiritual";14
11752;"spirituality";6
11753;"spit";44
11754;"spite";8
11755;"spiteful";10
11756;"splash";35
11757;"spleen";3
11758;"splendid";13
11759;"splendor";28
11760;"splice";36
11761;"spline";3
11762;"splint";5
11763;"splinter";41
11764;"split";9
11765;"splitting";4
11766;"splurge";4
11767;"spoil";4
11768;"spoiler";3
11769;"spoiling";5
11770;"spoke";3
11771;"spoken";4
11772;"spokesman";10
11773;"sponge";8
11774;"spongy";5
11775;"sponsor";4
11776;"sponsorship";3
11777;"spoof";5
11778;"spook";5
11779;"spoon";9
11780;"spoonful";10
11781;"spore";3
11782;"sport";54
11783;"sporting";14
11784;"sports";5
11785;"sportsman";7
11786;"spot";5
11787;"spotless";36
11788;"spotted";9
11789;"spotty";9
11790;"spousal";3
11791;"spouse";6
11792;"spout";8
11793;"sprain";9
11794;"sprawl";8
11795;"spray";8
11796;"spread";10
11797;"spree";3
11798;"sprinkling";9
11799;"sprite";4
11800;"sprout";13
11801;"spruce";4
11802;"spur";14
11803;"spurious";5
11804;"spurred";3
11805;"spurt";7
11806;"spy";4
11807;"squad";9
11808;"squadron";5
11809;"squall";53
11810;"squamous";9
11811;"square";8
11812;"squat";5
11813;"squatter";6
11814;"squeak";9
11815;"squeal";7
11816;"squeamish";10
11817;"squeeze";52
11818;"squeezing";9
11819;"squelch";7
11820;"squint";10
11821;"squire";13
11822;"squirm";6
11823;"squirrel";3
11824;"squirt";9
11825;"stab";15
11826;"stability";9
11827;"stable";7
11828;"staccato";4
11829;"stack";10
11830;"staff";9
11831;"stag";9
11832;"stage";4
11833;"stagger";3
11834;"staggering";4
11835;"stagnant";4
11836;"stagnation";3
11837;"staid";8
11838;"stain";8
11839;"stainless";5
11840;"stair";5
11841;"staircase";3
11842;"stairway";5
11843;"stake";8
11844;"stale";13
11845;"stalemate";3
11846;"stalk";7
11847;"stall";4
11848;"stallion";7
11849;"stalls";5
11850;"stalwart";5
11851;"stamina";15
11852;"stamp";10
11853;"stand";5
11854;"standard";9
11855;"standardize";9
11856;"standing";4
11857;"standoff";4
11858;"standpoint";4
11859;"standstill";4
11860;"stanza";4
11861;"staple";4
11862;"star";7
11863;"starboard";4
11864;"starch";60
11865;"stare";34
11866;"staring";5
11867;"stark";20
11868;"starlight";4
11869;"starry";3
11870;"stars";7
11871;"start";5
11872;"startle";8
11873;"startling";5
11874;"starvation";10
11875;"starved";5
11876;"starving";5
11877;"state";5
11878;"stately";14
11879;"statement";12
11880;"stateroom";5
11881;"static";3
11882;"statics";5
11883;"station";8
11884;"stationary";8
11885;"stationery";3
11886;"statistical";9
11887;"statistician";6
11888;"stator";3
11889;"statuary";7
11890;"statue";7
11891;"statuette";4
11892;"stature";5
11893;"status";35
11894;"statute";10
11895;"statutory";4
11896;"staunch";3
11897;"stave";7
11898;"stay";9
11899;"stayed";8
11900;"stays";4
11901;"stead";3
11902;"steadfast";8
11903;"steady";16
11904;"steal";10
11905;"stealing";10
11906;"stealth";3
11907;"stealthily";4
11908;"stealthy";12
11909;"steamboat";4
11910;"steamer";10
11911;"steamroller";5
11912;"steamship";5
11913;"steamy";4
11914;"steel";9
11915;"steep";3
11916;"steeple";9
11917;"steer";9
11918;"stellar";3
11919;"stem";10
11920;"stench";5
11921;"stencil";3
11922;"step";6
11923;"steppe";4
11924;"steps";4
11925;"stereoscopic";5
11926;"stereotype";3
11927;"stereotyped";7
11928;"sterile";8
11929;"sterility";6
11930;"sterling";6
11931;"stern";5
11932;"stethoscope";10
11933;"stew";4
11934;"steward";12
11935;"stewardship";7
11936;"stick";8
11937;"sticking";6
11938;"sticky";5
11939;"stiff";5
11940;"stiffen";5
11941;"stiffness";8
11942;"stifle";13
11943;"stifled";4
11944;"stifling";5
11945;"stigma";4
11946;"stile";3
11947;"stiletto";8
11948;"stillborn";10
11949;"stillness";8
11950;"stilts";5
11951;"stimulant";4
11952;"stimulus";3
11953;"sting";9
11954;"stinging";10
11955;"stingy";8
11956;"stink";9
11957;"stinking";5
11958;"stint";14
11959;"stipulate";5
11960;"stipulation";13
11961;"stir";10
11962;"stirring";5
11963;"stitch";3
11964;"stock";5
11965;"stockbroker";5
11966;"stocking";5
11967;"stocks";3
11968;"stole";3
11969;"stolen";5
11970;"stomach";38
11971;"stone";9
11972;"stoned";4
11973;"stoneware";11
11974;"stony";5
11975;"stool";4
11976;"stools";5
11977;"stoop";9
11978;"stop";9
11979;"stoppage";9
11980;"stopper";13
11981;"stopping";10
11982;"stopwatch";5
11983;"storage";5
11984;"store";12
11985;"storehouse";4
11986;"storing";5
11987;"storm";8
11988;"storming";5
11989;"stormy";10
11990;"story";7
11991;"stout";9
11992;"stove";4
11993;"stow";8
11994;"straddle";5
11995;"straight";8
11996;"straighten";5
11997;"straightforward";50
11998;"straightway";4
11999;"strained";6
12000;"strait";8
12001;"straits";3
12002;"strand";9
12003;"stranded";40
12004;"stranger";3
12005;"strangle";12
12006;"strap";28
12007;"strapping";7
12008;"strata";5
12009;"strategic";7
12010;"strategist";9
12011;"strategy";9
12012;"stratification";8
12013;"stratum";10
12014;"stratus";4
12015;"straw";4
12016;"stray";8
12017;"streak";8
12018;"streaked";3
12019;"stream";3
12020;"streamer";5
12021;"streaming";4
12022;"street";9
12023;"strength";7
12024;"strengthen";12
12025;"strengthening";3
12026;"strenuous";5
12027;"stress";8
12028;"stretch";9
12029;"stretcher";10
12030;"stricken";5
12031;"stride";11
12032;"strife";10
12033;"strike";3
12034;"striking";3
12035;"strikingly";4
12036;"string";10
12037;"stringy";5
12038;"strip";8
12039;"stripe";34
12040;"stripped";3
12041;"strive";6
12042;"strobe";3
12043;"stroke";10
12044;"stroll";4
12045;"stronghold";10
12046;"strongly";7
12047;"structural";5
12048;"structure";4
12049;"struggle";38
12050;"strut";26
12051;"stubble";8
12052;"stubbornness";5
12053;"stubby";5
12054;"stucco";5
12055;"stuck";5
12056;"stud";15
12057;"studded";13
12058;"student";5
12059;"studied";4
12060;"studio";11
12061;"study";9
12062;"stuff";8
12063;"stuffing";15
12064;"stuffy";8
12065;"stumble";10
12066;"stump";8
12067;"stunned";3
12068;"stunt";4
12069;"stunted";9
12070;"stupendous";7
12071;"stupid";5
12072;"stupidity";8
12073;"stupor";10
12074;"sturdy";8
12075;"sturgeon";6
12076;"stutter";3
12077;"sty";9
12078;"style";5
12079;"stylish";4
12080;"subatomic";10
12081;"subcommittee";5
12082;"subconscious";3
12083;"subcutaneous";5
12084;"subdivide";4
12085;"subdivision";8
12086;"subduction";8
12087;"subdue";3
12088;"subdued";6
12089;"subito";4
12090;"subject";9
12091;"subjected";5
12092;"subjection";10
12093;"subjective";11
12094;"subjugation";59
12095;"sublimation";3
12096;"subliminal";5
12097;"submarine";8
12098;"submerged";5
12099;"submersible";4
12100;"submission";8
12101;"submit";3
12102;"subordinate";13
12103;"subordination";10
12104;"subplot";5
12105;"subpoena";10
12106;"subscribe";6
12107;"subscription";4
12108;"subsequence";5
12109;"subsequent";12
12110;"subsequently";5
12111;"subset";5
12112;"subside";5
12113;"subsidence";7
12114;"subsidiary";6
12115;"subsidize";5
12116;"subsidy";9
12117;"subsist";12
12118;"subsistence";7
12119;"subsoil";10
12120;"substance";8
12121;"substantially";3
12122;"substantiate";67
12123;"substantive";8
12124;"substitute";47
12125;"substituted";5
12126;"substitution";8
12127;"substructure";4
12128;"subterranean";6
12129;"subtle";9
12130;"subtlety";28
12131;"subtract";10
12132;"subtraction";8
12133;"subtype";5
12134;"suburb";4
12135;"suburban";4
12136;"suburbs";10
12137;"subversion";35
12138;"subversive";4
12139;"subvert";22
12140;"subway";5
12141;"succeed";22
12142;"succeeding";32
12143;"success";7
12144;"successful";4
12145;"succession";10
12146;"successive";5
12147;"successor";3
12148;"succinct";4
12149;"succulent";8
12150;"succumb";11
12151;"suck";9
12152;"sucker";9
12153;"sucking";5
12154;"suckling";4
12155;"suction";4
12156;"sudden";13
12157;"suddenly";13
12158;"sue";9
12159;"suffer";4
12160;"sufferer";5
12161;"suffering";15
12162;"suffice";4
12163;"sufficiency";7
12164;"sufficient";5
12165;"sufficiently";4
12166;"suffix";31
12167;"suffocating";8
12168;"suffocation";10
12169;"sugar";7
12170;"suggest";38
12171;"suggestion";8
12172;"suggestive";42
12173;"suicidal";10
12174;"suicide";4
12175;"suit";9
12176;"suitable";3
12177;"suite";7
12178;"suitor";3
12179;"sullen";39
12180;"sulphur";5
12181;"sultan";4
12182;"sultry";7
12183;"sum";5
12184;"summarily";5
12185;"summarize";5
12186;"summary";6
12187;"summation";5
12188;"summer";3
12189;"summit";5
12190;"summon";10
12191;"summons";9
12192;"sumo";4
12193;"sump";10
12194;"sumptuous";3
12195;"sun";20
12196;"sunbeam";4
12197;"sundown";4
12198;"sundry";4
12199;"sunglass";5
12200;"sunglasses";5
12201;"sunk";12
12202;"sunless";5
12203;"sunlight";5
12204;"sunny";10
12205;"sunrise";4
12206;"sunset";3
12207;"sunshine";10
12208;"superannuation";4
12209;"superb";3
12210;"superficial";16
12211;"superfluous";7
12212;"superhuman";10
12213;"superimposed";7
12214;"superintendent";5
12215;"superior";11
12216;"superiority";5
12217;"superlative";4
12218;"superman";6
12219;"supermarket";4
12220;"supernatant";7
12221;"supernatural";8
12222;"superposition";8
12223;"supersede";11
12224;"superstar";6
12225;"superstition";11
12226;"superstitious";9
12227;"supervise";9
12228;"supervision";5
12229;"supervisor";5
12230;"supper";6
12231;"supplant";5
12232;"supple";9
12233;"supplement";14
12234;"supplemental";7
12235;"supplementary";8
12236;"supplication";8
12237;"supplies";11
12238;"supply";11
12239;"supported";4
12240;"supporter";7
12241;"supporters";5
12242;"supporting";4
12243;"suppose";5
12244;"supposing";9
12245;"supposition";5
12246;"suppress";38
12247;"suppression";14
12248;"supremacy";6
12249;"supreme";10
12250;"supremely";5
12251;"surcharge";3
12252;"surety";12
12253;"surf";6
12254;"surface";9
12255;"surge";14
12256;"surgeon";4
12257;"surgery";5
12258;"surly";9
12259;"surmise";9
12260;"surname";5
12261;"surpassing";4
12262;"surplus";12
12263;"surprise";3
12264;"surprised";7
12265;"surprising";8
12266;"surprisingly";4
12267;"surrender";9
12268;"surrendering";5
12269;"surrogate";4
12270;"surround";7
12271;"surrounding";4
12272;"surroundings";10
12273;"surveillance";4
12274;"survey";59
12275;"surveying";4
12276;"surveyor";5
12277;"survival";6
12278;"survive";24
12279;"surviving";5
12280;"susceptibility";9
12281;"susceptible";5
12282;"suspect";10
12283;"suspected";5
12284;"suspend";11
12285;"suspended";4
12286;"suspenders";4
12287;"suspense";36
12288;"suspension";8
12289;"suspicion";11
12290;"suspicions";5
12291;"suspicious";10
12292;"sustained";4
12293;"sustenance";4
12294;"suture";5
12295;"swab";11
12296;"swag";3
12297;"swagger";8
12298;"swallow";7
12299;"swamp";4
12300;"swamped";4
12301;"swampy";9
12302;"swan";4
12303;"swap";15
12304;"swarm";24
12305;"swarming";4
12306;"swastika";4
12307;"sway";14
12308;"swear";4
12309;"swearing";3
12310;"sweat";3
12311;"sweater";4
12312;"sweating";5
12313;"sweep";9
12314;"sweeping";6
12315;"sweet";3
12316;"sweeten";5
12317;"sweetened";4
12318;"sweetener";4
12319;"sweetheart";5
12320;"sweetie";9
12321;"sweetness";3
12322;"sweets";9
12323;"swell";8
12324;"swelling";9
12325;"sweltering";5
12326;"swerve";13
12327;"swift";9
12328;"swiftly";4
12329;"swig";9
12330;"swim";6
12331;"swimming";8
12332;"swine";4
12333;"swing";3
12334;"swinging";3
12335;"swish";4
12336;"switch";4
12337;"swivel";5
12338;"swollen";9
12339;"swoon";4
12340;"swoop";5
12341;"sword";10
12342;"syllable";3
12343;"syllabus";3
12344;"symbol";8
12345;"symbolic";7
12346;"symbolically";5
12347;"symbolism";4
12348;"symbolize";4
12349;"symmetrical";34
12350;"symmetry";17
12351;"sympathetic";34
12352;"sympathize";4
12353;"sympathy";6
12354;"symphony";10
12355;"symptom";5
12356;"symptomatic";5
12357;"synagogue";5
12358;"synchronize";6
12359;"synchronous";4
12360;"syncope";14
12361;"syndicate";3
12362;"synergistic";3
12363;"synergy";7
12364;"synod";8
12365;"synonym";10
12366;"synonymous";9
12367;"synopsis";10
12368;"synoptic";4
12369;"syntax";5
12370;"synthesis";3
12371;"synthetic";5
12372;"syringe";9
12373;"syrup";5
12374;"system";13
12375;"systematic";10
12376;"systematically";5
12377;"tabby";4
12378;"tabernacle";9
12379;"table";4
12380;"tableau";27
12381;"tablespoon";4
12382;"tablet";32
12383;"tableware";5
12384;"taboo";8
12385;"tabular";5
12386;"tabulate";13
12387;"tabulation";9
12388;"tachometer";4
12389;"tacit";7
12390;"tack";5
12391;"tackle";26
12392;"tackling";5
12393;"tacky";5
12394;"tact";9
12395;"tactics";8
12396;"tactile";5
12397;"taffeta";5
12398;"taffy";5
12399;"tag";3
12400;"tail";9
12401;"tailed";4
12402;"tailings";3
12403;"tailor";3
12404;"tailoring";4
12405;"taint";11
12406;"taker";5
12407;"tale";4
12408;"talent";10
12409;"talented";3
12410;"talisman";9
12411;"talk";12
12412;"talkative";8
12413;"talker";3
12414;"tall";5
12415;"tallies";4
12416;"tallow";5
12417;"tally";7
12418;"talons";7
12419;"tambourine";4
12420;"taming";4
12421;"tan";5
12422;"tandem";4
12423;"tang";6
12424;"tangent";3
12425;"tangle";10
12426;"tangled";4
12427;"tank";4
12428;"tanned";4
12429;"tantalizing";1
12430;"tantamount";10
12431;"tap";10
12432;"tape";3
12433;"taper";4
12434;"tapering";8
12435;"tapestry";7
12436;"tar";8
12437;"tardy";5
12438;"target";5
12439;"tariff";4
12440;"tarnish";38
12441;"tart";10
12442;"tartan";5
12443;"tartar";5
12444;"task";9
12445;"tassel";3
12446;"taste";5
12447;"tasteful";4
12448;"tasteless";5
12449;"tasting";4
12450;"tasty";8
12451;"tat";6
12452;"tattoo";4
12453;"taught";7
12454;"taunt";11
12455;"taut";5
12456;"tavern";4
12457;"tawny";9
12458;"tax";8
12459;"taxicab";5
12460;"taxonomy";9
12461;"tea";4
12462;"teach";3
12463;"teacher";9
12464;"teaching";3
12465;"team";4
12466;"tearful";3
12467;"tease";32
12468;"teaser";3
12469;"teasing";5
12470;"teat";4
12471;"technical";5
12472;"technicality";8
12473;"technician";4
12474;"technology";5
12475;"ted";5
12476;"tedious";9
12477;"tedium";5
